UNIT,ID,X,Y,Z,SUFFIX,Prism,code,CL,Length,Width
UNIT,1362,58.7,63.308,1194.841,0,0,LITHIC,1b,0.0,0.0
UNIT,1364,58.69,63.859,1194.845,1,0.050000001,LITHIC,1b,24.5,25.2
UNIT,1364,58.683,63.839,1194.851,0,0.050000001,LITHIC,1b,24.5,25.2
UNIT,1365,57.079,63.691,1194.807,0,0,LITHIC,1b,64.6,33.1
UNIT,1365,57.056,63.721,1194.792,1,0,LITHIC,1b,64.6,33.1
UNIT,1368,57.642,63.722,1194.802,0,0,LITHIC,1b,53.3,30.2
UNIT,1368,57.614,63.742,1194.792,1,0.050000001,LITHIC,1b,53.3,30.2
UNIT,1385,59.302,67.289,1194.963,0,0,BONE,1b,,
UNIT,1385,59.317,67.269,1194.957,1,0,BONE,1b,,
UNIT,1388,59.484,67.626,1194.973,0,0,BONE,1b,,
UNIT,1388,59.473,67.59,1194.963,1,0,BONE,1b,,
UNIT,1396,59.972,67.041,1194.975,0,0,BONE,1b,,
UNIT,1396,59.97,66.998,1194.978,1,0,BONE,1b,,
UNIT,1400,60.19,67.167,1195.014,0,0.050000001,LITHIC,1b,41.5,13.8
UNIT,1400,60.2,67.125,1195.009,1,0.050000001,LITHIC,1b,41.5,13.8
UNIT,1412,59.67,66.147,1194.911,0,0.050000001,LITHIC,1b,28.4,12.1
UNIT,1412,59.695,66.163,1194.907,1,0.050000001,LITHIC,1b,28.4,12.1
UNIT,1419,58.406,66.804,1194.912,0,0.050000001,LITHIC,1b,50.6,33.1
UNIT,1419,58.367,66.822,1194.923,1,0.050000001,LITHIC,1b,50.6,33.1
UNIT,1435,58.747,63.541,1194.808,0,0,LITHIC,1b,42.3,35.9
UNIT,1435,58.678,63.518,1194.805,1,0,LITHIC,1b,42.3,35.9
UNIT,1438,58.569,63.173,1194.812,0,0,LITHIC,1b,34.7,28.8
UNIT,1438,58.581,63.162,1194.809,1,0,LITHIC,1b,34.7,28.8
UNIT,1440,58.704,63.178,1194.826,0,0,LITHIC,1b,77.3,60.1
UNIT,1440,58.746,63.214,1194.803,1,0,LITHIC,1b,77.3,60.1
UNIT,1457,59.74,62.348,1194.86,1,0,LITHIC,1b,23.0,13.1
UNIT,1457,59.766,62.367,1194.877,0,0,LITHIC,1b,23.0,13.1
UNIT,1467,59.732,62.696,1194.889,0,0,LITHIC,1b,61.4,40.6
UNIT,1467,59.732,62.667,1194.851,1,0,LITHIC,1b,61.4,40.6
UNIT,1471,57.445,61.845,1194.927,0,0,LITHIC,1b,55.1,52.2
UNIT,1471,57.434,61.828,1194.884,1,0,LITHIC,1b,55.1,52.2
UNIT,1474,57.871,62.441,1194.904,0,0,LITHIC,1b,34.4,27.4
UNIT,1474,57.886,62.462,1194.893,1,0,LITHIC,1b,34.4,27.4
UNIT,1479,58.378,66.065,1194.818,0,0.100000001,LITHIC,1b,27.6,25.3
UNIT,1479,58.384,66.057,1194.906,1,0,LITHIC,1b,27.6,25.3
UNIT,1486,58.87,68.487,1194.969,0,0,LITHIC,1b,39.7,27.5
UNIT,1486,58.876,68.524,1194.965,1,0.100000001,LITHIC,1b,39.7,27.5
UNIT,1491,58.86,68.67,1194.965,1,0,LITHIC,1b,47.8,36.1
UNIT,1491,58.855,68.663,1195,0,0,LITHIC,1b,47.8,36.1
UNIT,1495,58.389,68.564,1194.972,0,0,LITHIC,1b,37.7,28.8
UNIT,1495,58.396,68.533,1194.958,1,0,LITHIC,1b,37.7,28.8
UNIT,1505,58.66,68.706,1194.98,0,0,LITHIC,1b,50.7,43.6
UNIT,1505,58.626,68.703,1194.958,1,0,LITHIC,1b,50.7,43.6
UNIT,1512,57.66,63.693,1194.815,0,0,LITHIC,1b,31.0,21.1
UNIT,1512,57.616,63.694,1194.801,1,0,LITHIC,1b,31.0,21.1
UNIT,1585,58.332,67.527,1194.94,1,0,LITHIC,1b,56.4,24.4
UNIT,1585,58.326,67.582,1194.947,0,0,LITHIC,1b,56.4,24.4
UNIT,1587,58.302,66.994,1194.927,0,0,BONE,1b,,
UNIT,1587,58.328,67.056,1194.9,1,0.050000001,BONE,1b,,
UNIT,1607,61.02,65.821,1195.049,0,0.050000001,BONE,1b,,
UNIT,1607,61.026,65.842,1195.036,1,0.050000001,BONE,1b,,
UNIT,1647,58.439,68.142,1194.943,1,0,BONE,1b,,
UNIT,1647,58.425,68.045,1194.944,0,0,BONE,1b,,
UNIT,1650,61.739,65.817,1195.041,0,0.100000001,LITHIC,1b,37.6,29.3
UNIT,1650,61.709,65.793,1195.041,1,0.100000001,LITHIC,1b,37.6,29.3
UNIT,1687,58.035,68.223,1194.983,0,0,BONE,1b,,
UNIT,1687,58.093,68.248,1194.96,1,0.050000001,BONE,1b,,
UNIT,1715,60.411,66.295,1195.047,0,0,LITHIC,1b,57.3,75.3
UNIT,1715,60.372,66.344,1195.03,1,0,LITHIC,1b,57.3,75.3
UNIT,1719,58.672,67.496,1194.935,0,0,BONE,1b,,
UNIT,1719,58.744,67.481,1194.939,1,0,BONE,1b,,
UNIT,1744,57.956,68.093,1194.941,0,0,BONE,1b,,
UNIT,1744,57.958,68.188,1194.924,1,0,BONE,1b,,
UNIT,1760,60.485,66.372,1195.047,0,0,LITHIC,1b,34.9,34.4
UNIT,1760,60.489,66.352,1195.022,1,0,LITHIC,1b,34.9,34.4
UNIT,1774,60.971,66.721,1194.999,0,0,BONE,1b,,
UNIT,1774,60.937,66.764,1194.985,1,0,BONE,1b,,
UNIT,1789,60.853,66.256,1194.995,0,0,BONE,1b,,
UNIT,1789,60.868,66.218,1194.991,1,0,BONE,1b,,
UNIT,1799,60.675,66.346,1194.972,0,0,LITHIC,1b,25.0,13.7
UNIT,1799,60.664,66.358,1194.966,1,0,LITHIC,1b,25.0,13.7
UNIT,1806,60.701,66.025,1194.954,0,0,LITHIC,1b,52.7,34.5
UNIT,1806,60.725,65.989,1194.939,1,0,LITHIC,1b,52.7,34.5
UNIT,1815,57.267,60.772,1194.864,0,0,LITHIC,1b,,
UNIT,1815,57.257,60.8,1194.837,1,0,LITHIC,1b,,
UNIT,1830,52.603,60.767,1194.659,1,0,LITHIC,1b,45.8,25.8
UNIT,1830,52.535,60.792,1194.666,0,0,LITHIC,1b,45.8,25.8
UNIT,1831,52.226,60.852,1194.651,0,0,LITHIC,1b,32.1,27.2
UNIT,1831,52.249,60.863,1194.649,1,0,LITHIC,1b,32.1,27.2
UNIT,1832,51.856,60.578,1194.672,0,0,LITHIC,1b,53.8,46.8
UNIT,1832,51.863,60.587,1194.654,1,0,LITHIC,1b,53.8,46.8
UNIT,1835,61.214,65.465,1194.822,0,0.100000001,LITHIC,1b,57.8,40.6
UNIT,1835,61.237,65.427,1194.789,1,0.100000001,LITHIC,1b,57.8,40.6
UNIT,1846,58.097,65.174,1194.805,0,0,LITHIC,1b,32.1,31.0
UNIT,1846,58.111,65.155,1194.776,1,0.100000001,LITHIC,1b,32.1,31.0
UNIT,1851,52.564,59.877,1194.654,1,0,LITHIC,1b,22.2,18.7
UNIT,1851,52.57,59.865,1194.661,0,0,LITHIC,1b,22.2,18.7
UNIT,1868,59.917,63.696,1194.786,0,0,LITHIC,1b,36.5,24.4
UNIT,1868,59.931,63.711,1194.766,1,0.050000001,LITHIC,1b,36.5,24.4
UNIT,1870,59.649,63.724,1194.775,1,0.050000001,LITHIC,1b,73.5,39.1
UNIT,1870,59.594,63.676,1194.791,0,0.050000001,LITHIC,1b,73.5,39.1
UNIT,1871,59.767,63.827,1194.777,0,0.050000001,LITHIC,1b,46.2,39.0
UNIT,1871,59.746,63.784,1194.774,1,0.050000001,LITHIC,1b,46.2,39.0
UNIT,1872,59.77,63.876,1194.779,0,0.050000001,LITHIC,1b,21.4,19.2
UNIT,1872,59.763,63.86,1194.768,1,0.050000001,LITHIC,1b,21.4,19.2
UNIT,1874,59.666,63.915,1194.772,1,0.050000001,LITHIC,1b,20.3,18.6
UNIT,1874,59.66,63.923,1194.787,0,0.050000001,LITHIC,1b,20.3,18.6
UNIT,1876,59.498,63.857,1194.777,1,0.050000001,LITHIC,1b,49.8,37.6
UNIT,1876,59.505,63.806,1194.78,0,0.050000001,LITHIC,1b,49.8,37.6
UNIT,1881,59.629,63.57,1194.798,0,0.050000001,LITHIC,1b,30.7,24.4
UNIT,1881,59.618,63.556,1194.788,1,0.050000001,LITHIC,1b,30.7,24.4
UNIT,1885,59.304,63.544,1194.795,0,0.050000001,LITHIC,1b,35.3,33.1
UNIT,1885,59.329,63.562,1194.772,1,0.050000001,LITHIC,1b,35.3,33.1
UNIT,1886,59.224,63.527,1194.809,0,0.050000001,LITHIC,1b,59.2,41.3
UNIT,1886,59.276,63.566,1194.797,1,0.050000001,LITHIC,1b,59.2,41.3
UNIT,1888,59.241,63.468,1194.791,1,0.050000001,LITHIC,1b,28.2,24.4
UNIT,1888,59.245,63.486,1194.8,0,0.050000001,LITHIC,1b,28.2,24.4
UNIT,1893,57.373,64.197,1194.791,0,0.050000001,LITHIC,1b,61.2,32.6
UNIT,1893,57.349,64.237,1194.762,1,0.050000001,LITHIC,1b,61.2,32.6
UNIT,1899,57.76,64.372,1194.829,0,0.050000001,LITHIC,1b,29.7,25.1
UNIT,1899,57.737,64.356,1194.82,1,0.050000001,LITHIC,1b,29.7,25.1
UNIT,1905,58.222,64.369,1194.802,0,0.050000001,LITHIC,1b,0.0,0.0
UNIT,1905,58.218,64.372,1194.799,1,0.050000001,LITHIC,1b,0.0,0.0
UNIT,1909,58.079,64.698,1194.808,0,0.050000001,LITHIC,1b,50.6,37.1
UNIT,1909,58.064,64.685,1194.778,1,0.050000001,LITHIC,1b,50.6,37.1
UNIT,1917,58.915,64.512,1194.8,0,0.050000001,LITHIC,1b,33.7,28.7
UNIT,1917,58.918,64.513,1194.787,1,0.050000001,LITHIC,1b,33.7,28.7
UNIT,1921,59.704,64.439,1194.786,0,0.050000001,LITHIC,1b,35.5,27.4
UNIT,1921,59.721,64.471,1194.782,1,0.050000001,LITHIC,1b,35.5,27.4
UNIT,1922,59.71,64.166,1194.775,0,0.050000001,LITHIC,1b,94.2,40.8
UNIT,1922,59.709,64.082,1194.754,1,0.050000001,LITHIC,1b,94.2,40.8
UNIT,1924,58.681,63.958,1194.766,1,0.050000001,LITHIC,1b,21.9,15.0
UNIT,1924,58.699,63.975,1194.768,0,0.050000001,LITHIC,1b,21.9,15.0
UNIT,1927,58.579,64.093,1194.785,0,0.050000001,LITHIC,1b,36.1,20.8
UNIT,1927,58.586,64.106,1194.761,1,0.050000001,LITHIC,1b,36.1,20.8
UNIT,1933,58.259,64.321,1194.798,0,0.050000001,LITHIC,1b,32.7,12.5
UNIT,1933,58.294,64.315,1194.793,1,0.050000001,LITHIC,1b,32.7,12.5
UNIT,1947,58.219,63.788,1194.78,1,0.050000001,LITHIC,1b,57.0,36.0
UNIT,1947,58.208,63.836,1194.794,0,0.050000001,LITHIC,1b,57.0,36.0
UNIT,1948,58.187,63.758,1194.792,0,0.050000001,LITHIC,1b,45.7,41.7
UNIT,1948,58.146,63.755,1194.784,1,0.050000001,LITHIC,1b,45.7,41.7
UNIT,1951,58.341,63.695,1194.808,0,0.050000001,LITHIC,1b,39.5,27.4
UNIT,1951,58.315,63.73,1194.793,1,0.050000001,LITHIC,1b,39.5,27.4
UNIT,1988,57.381,63.745,1194.784,0,0.050000001,LITHIC,1b,65.4,37.0
UNIT,1988,57.311,63.732,1194.786,1,0.050000001,LITHIC,1b,65.4,37.0
UNIT,2003,57.948,63.245,1194.759,1,0.050000001,LITHIC,1b,43.5,36.5
UNIT,2003,57.949,63.278,1194.787,0,0.050000001,LITHIC,1b,43.5,36.5
UNIT,2018,58.865,62.987,1194.798,1,0.050000001,LITHIC,1b,92.4,43.1
UNIT,2018,58.894,62.9,1194.804,0,0.050000001,LITHIC,1b,92.4,43.1
UNIT,2026,59.402,62.522,1194.816,0,0.050000001,LITHIC,1b,72.0,28.6
UNIT,2026,59.47,62.512,1194.81,1,0.050000001,LITHIC,1b,72.0,28.6
UNIT,2029,59.023,62.708,1194.807,0,0.050000001,BONE,1b,,
UNIT,2029,59.049,62.674,1194.777,1,0.050000001,BONE,1b,,
UNIT,2043,59.514,62.767,1194.841,0,0.050000001,BONE,1b,,
UNIT,2043,59.54,62.768,1194.828,1,0.050000001,BONE,1b,,
UNIT,2058,59.935,62.473,1194.808,0,0.050000001,LITHIC,1b,40.8,17.2
UNIT,2058,59.904,62.495,1194.802,1,0.050000001,LITHIC,1b,40.8,17.2
UNIT,2059,59.883,62.298,1194.808,0,0.050000001,LITHIC,1b,47.0,30.5
UNIT,2059,59.909,62.334,1194.794,1,0.050000001,LITHIC,1b,47.0,30.5
UNIT,2062,58.887,62.404,1194.825,1,0.050000001,BONE,1b,,
UNIT,2062,58.875,62.369,1194.84,0,0.050000001,BONE,1b,,
UNIT,2068,59.027,63.224,1194.8,1,0.050000001,LITHIC,1b,54.0,39.2
UNIT,2068,59.067,63.189,1194.811,0,0.050000001,LITHIC,1b,54.0,39.2
UNIT,2080,59.76,63.225,1194.794,0,0.050000001,LITHIC,1b,28.4,26.8
UNIT,2080,59.758,63.195,1194.786,1,0.050000001,LITHIC,1b,28.4,26.8
UNIT,2112,59.5,63.575,1194.79,0,0,LITHIC,1b,27.4,16.6
UNIT,2112,59.521,63.582,1194.786,1,0,LITHIC,1b,27.4,16.6
UNIT,2118,58.663,64.148,1194.784,0,0,LITHIC,1b,84.3,54.1
UNIT,2118,58.74,64.15,1194.78,1,0,LITHIC,1b,84.3,54.1
UNIT,2120,58.181,63.798,1194.781,0,0,LITHIC,1b,29.6,22.0
UNIT,2120,58.186,63.773,1194.774,1,0,LITHIC,1b,29.6,22.0
UNIT,2129,59.489,62.738,1194.8,0,0,BONE,1b,,
UNIT,2129,59.503,62.768,1194.8,1,0,BONE,1b,,
UNIT,2130,59.547,62.783,1194.818,0,0,LITHIC,1b,0.0,0.0
UNIT,2130,59.546,62.779,1194.807,1,0,LITHIC,1b,0.0,0.0
UNIT,2134,59.643,62.859,1194.807,0,0,LITHIC,1b,21.8,13.9
UNIT,2134,59.633,62.878,1194.799,1,0,LITHIC,1b,21.8,13.9
UNIT,2160,59.626,64.196,1194.741,0,0,LITHIC,1b,39.9,20.1
UNIT,2160,59.655,64.205,1194.759,1,0,LITHIC,1b,39.9,20.1
UNIT,2162,57.542,67.572,1194.482,0,0.150000006,LITHIC,2,117.1,70.4
UNIT,2162,57.556,67.565,1194.604,1,0,LITHIC,2,117.1,70.4
UNIT,2171,51.845,60.131,1194.48,0,0.100000001,LITHIC,1b,59.6,42.2
UNIT,2171,51.89,60.092,1194.497,1,0.100000001,LITHIC,1b,59.6,42.2
UNIT,2172,59.751,67.323,1194.587,0,0,LITHIC,2,77.4,60.6
UNIT,2172,59.681,67.326,1194.586,1,0,LITHIC,2,77.4,60.6
UNIT,2175,53.295,59.581,1194.551,0,0,LITHIC,1b,24.6,15.2
UNIT,2175,53.255,59.598,1194.549,1,0,LITHIC,1b,24.6,15.2
UNIT,2182,59.813,62.615,1194.736,0,0.400000006,LITHIC,1b,72.4,37.7
UNIT,2182,59.731,62.643,1194.726,1,0.400000006,LITHIC,1b,72.4,37.7
UNIT,2190,59.193,66.253,1194.553,0,0,BONE,2,,
UNIT,2190,59.152,66.227,1194.526,1,0,BONE,2,,
UNIT,2202,58.704,62.447,1194.57,0,0,LITHIC,2,23.4,15.9
UNIT,2202,58.715,62.437,1194.557,1,0,LITHIC,2,23.4,15.9
UNIT,2244,56.715,65.904,1194.474,0,0,BONE,2,,
UNIT,2244,56.737,65.871,1194.477,1,0,BONE,2,,
UNIT,2246,57.071,66.273,1194.468,0,0,BONE,2,,
UNIT,2246,57.052,66.293,1194.452,1,0,BONE,2,,
UNIT,2281,60.101,67.443,1194.434,0,0,BONE,2,,
UNIT,2281,60.191,67.455,1194.461,1,0,BONE,2,,
UNIT,2310,57.258,63.365,1194.281,0,0,LITHIC,2,62.9,33.9
UNIT,2310,57.217,63.411,1194.276,1,0,LITHIC,2,62.9,33.9
UNIT,2320,59.998,68.835,1194.455,0,0,LITHIC,2,43.5,38.3
UNIT,2320,60.004,68.812,1194.431,1,0,LITHIC,2,43.5,38.3
UNIT,2323,57.578,59.575,1194.254,0,0,BONE,2,,
UNIT,2323,57.604,59.59,1194.243,1,0,BONE,2,,
UNIT,2327,60.092,68.12,1194.493,0,0,LITHIC,2,,
UNIT,2327,60.074,68.105,1194.475,1,0,LITHIC,2,,
UNIT,2328,59.597,67.551,1194.409,0,0,BONE,2,,
UNIT,2328,59.581,67.588,1194.409,1,0,BONE,2,,
UNIT,2329,51.28,58.959,1194.227,1,0,LITHIC,2,36.6,18.5
UNIT,2329,51.294,58.986,1194.23,0,0,LITHIC,2,36.6,18.5
UNIT,2331,51.052,58.979,1194.237,0,0,BONE,2,,
UNIT,2331,51.036,58.998,1194.226,1,0,BONE,2,,
UNIT,2338,60.003,68.653,1194.446,0,0,LITHIC,2,29.1,22.3
UNIT,2338,59.996,68.667,1194.436,1,0,LITHIC,2,29.1,22.3
UNIT,2341,59.903,68.665,1194.407,0,0.400000006,LITHIC,2,75.7,44.9
UNIT,2341,59.857,68.606,1194.415,1,0.400000006,LITHIC,2,75.7,44.9
UNIT,2347,58.535,61.85,1194.286,0,0,BONE,2,,
UNIT,2347,58.53,61.879,1194.286,1,0,BONE,2,,
UNIT,2352,59.174,68.429,1194.476,0,0,BONE,2,,
UNIT,2352,59.197,68.423,1194.463,1,0,BONE,2,,
UNIT,2359,58.461,68.266,1194.377,0,0,BONE,2,,
UNIT,2359,58.505,68.187,1194.384,1,0,BONE,2,,
UNIT,2360,53.868,62.479,1194.216,0,0,BONE,2,,
UNIT,2360,53.976,62.425,1194.189,1,0.400000006,BONE,2,,
UNIT,2363,60.039,68.229,1194.43,0,0,BONE,2,,
UNIT,2363,60.078,68.21,1194.426,1,0,BONE,2,,
UNIT,2364,60.11,68.219,1194.423,0,0,BONE,2,,
UNIT,2364,60.122,68.154,1194.418,1,0,BONE,2,,
UNIT,2365,61.181,67.878,1194.45,0,0,LITHIC,2,38.0,16.7
UNIT,2365,61.17,67.841,1194.437,1,0,LITHIC,2,38.0,16.7
UNIT,2370,57.136,66.294,1194.357,0,0,BONE,2,,
UNIT,2370,57.113,66.279,1194.349,1,0,BONE,2,,
UNIT,2373,59.283,68.398,1194.404,0,0,LITHIC,2,46.2,14.3
UNIT,2373,59.25,68.394,1194.388,1,0,LITHIC,2,46.2,14.3
UNIT,2376,56.672,66.452,1194.303,0,0,BONE,2,,
UNIT,2376,56.692,66.518,1194.291,1,0,BONE,2,,
UNIT,2378,58.474,67.386,1194.381,0,0,LITHIC,2,51.0,36.3
UNIT,2378,58.432,67.384,1194.356,1,0,LITHIC,2,51.0,36.3
UNIT,2381,58.319,67.465,1194.311,1,0,LITHIC,2,31.5,20.3
UNIT,2381,58.308,67.449,1194.314,0,0,LITHIC,2,31.5,20.3
UNIT,2384,60.151,65.777,1194.381,0,0.699999988,LITHIC,2,32.7,31.3
UNIT,2384,60.141,65.805,1194.354,1,0.699999988,LITHIC,2,32.7,31.3
UNIT,2391,57.632,67.833,1194.3,0,0,BONE,2,,
UNIT,2391,57.68,67.886,1194.289,1,0,BONE,2,,
UNIT,2394,59.263,68.605,1194.379,0,0,LITHIC,2,21.9,10.9
UNIT,2394,59.263,68.586,1194.374,1,0,LITHIC,2,21.9,10.9
UNIT,2404,59.044,67.88,1194.349,0,0,LITHIC,2,33.6,22.2
UNIT,2404,59.037,67.892,1194.332,1,0,LITHIC,2,33.6,22.2
UNIT,2406,51.604,62.348,1194.032,0,0,BONE,2,,
UNIT,2406,51.647,62.328,1194.033,1,0,BONE,2,,
UNIT,2419,57.637,68.379,1194.29,0,0,LITHIC,2,38.9,31.7
UNIT,2419,57.621,68.4,1194.276,1,0,LITHIC,2,38.9,31.7
UNIT,2424,52.402,59.591,1194.138,0,0,BONE,2,,
UNIT,2424,52.432,59.633,1194.135,1,0,BONE,2,,
UNIT,2427,51.038,59.999,1194.03,0,0,BONE,2,,
UNIT,2427,51.007,60.01,1194.034,1,0,BONE,2,,
UNIT,2428,57.45,68.661,1194.33,0,0,LITHIC,2,22.2,11.5
UNIT,2428,57.432,68.673,1194.327,1,0,LITHIC,2,22.2,11.5
UNIT,2432,59.284,68.165,1194.331,1,0,BONE,2,,
UNIT,2432,59.201,68.131,1194.336,0,0,BONE,2,,
UNIT,2434,52.458,59.787,1194.124,1,0,BONE,2,,
UNIT,2434,52.387,59.778,1194.146,0,0,BONE,2,,
UNIT,2436,52.211,59.985,1194.148,0,0,BONE,2,,
UNIT,2436,52.165,60.025,1194.137,1,0,BONE,2,,
UNIT,2437,52.09,59.872,1194.157,0,0,BONE,2,,
UNIT,2437,52.157,59.886,1194.136,1,0,BONE,2,,
UNIT,2438,51.077,59.711,1194.018,0,0,LITHIC,2,35.3,14.6
UNIT,2438,51.118,59.718,1194.001,1,0,LITHIC,2,35.3,14.6
UNIT,2439,51.414,59.869,1194.019,0,0,BONE,2,,
UNIT,2439,51.373,59.906,1194.03,1,0,BONE,2,,
UNIT,2457,56.324,62.851,1194.298,0,0,BONE,2,,
UNIT,2457,56.264,62.894,1194.281,1,0,BONE,2,,
UNIT,2460,59.365,69.031,1194.339,1,0,LITHIC,2,49.7,21.0
UNIT,2460,59.409,69.036,1194.345,0,0,LITHIC,2,49.7,21.0
UNIT,2471,51.009,59.362,1194.036,0,0,LITHIC,2,35.6,15.7
UNIT,2471,51.013,59.4,1194.029,1,0,LITHIC,2,35.6,15.7
UNIT,2472,50.804,60.415,1194.054,0,0,LITHIC,2,48.3,31.6
UNIT,2472,50.844,60.377,1194.05,1,0,LITHIC,2,48.3,31.6
UNIT,2480,58.186,68.679,1194.319,0,0,BONE,2,,
UNIT,2480,58.242,68.725,1194.316,1,0,BONE,2,,
UNIT,2484,52.397,59.492,1194.132,0,0,LITHIC,2,25.1,8.3
UNIT,2484,52.415,59.513,1194.132,1,0,LITHIC,2,25.1,8.3
UNIT,2486,52.566,59.602,1194.119,0,0,BONE,2,,
UNIT,2486,52.641,59.598,1194.108,1,0,BONE,2,,
UNIT,2488,50.819,59.577,1194.022,0,0,BONE,2,,
UNIT,2488,50.802,59.518,1194.013,1,0,BONE,2,,
UNIT,2489,50.91,59.586,1193.985,1,0,BONE,2,,
UNIT,2489,50.919,59.601,1194,0,0,BONE,2,,
UNIT,2491,60.533,67.98,1194.334,0,0,LITHIC,2,38.2,22.2
UNIT,2491,60.543,67.946,1194.315,1,0,LITHIC,2,38.2,22.2
UNIT,2493,59.266,69.395,1194.336,0,0,LITHIC,2,33.8,23.0
UNIT,2493,59.266,69.423,1194.333,1,0,LITHIC,2,33.8,23.0
UNIT,2495,59.131,69.472,1194.34,0,0,LITHIC,2,37.6,14.9
UNIT,2495,59.161,69.458,1194.328,1,0,LITHIC,2,37.6,14.9
UNIT,2496,59.101,69.47,1194.329,1,0,LITHIC,2,24.7,13.6
UNIT,2496,59.09,69.475,1194.346,0,0,LITHIC,2,24.7,13.6
UNIT,2501,58.094,68.821,1194.319,0,0,BONE,2,,
UNIT,2501,58.135,68.854,1194.317,1,0,BONE,2,,
UNIT,2506,58.257,68.946,1194.316,1,0,LITHIC,2,34.9,16.6
UNIT,2506,58.264,68.925,1194.322,0,0,LITHIC,2,34.9,16.6
UNIT,2512,51.172,59.193,1193.982,1,0,BONE,2,,
UNIT,2512,51.193,59.205,1193.992,0,0,BONE,2,,
UNIT,2513,50.903,59.318,1194.012,0,0,LITHIC,2,30.0,26.0
UNIT,2513,50.912,59.332,1193.989,1,0,LITHIC,2,30.0,26.0
UNIT,2514,50.905,59.313,1194.006,0,0,LITHIC,2,29.1,12.1
UNIT,2514,50.914,59.319,1193.988,1,0,LITHIC,2,29.1,12.1
UNIT,2515,50.818,58.983,1193.977,0,0,LITHIC,2,31.7,20.5
UNIT,2515,50.821,58.959,1193.967,1,0,LITHIC,2,31.7,20.5
UNIT,2517,51.357,58.967,1193.995,0,0,BONE,2,,
UNIT,2517,51.338,58.93,1193.983,1,0,BONE,2,,
UNIT,2522,51.241,59.28,1193.994,0,0,BONE,2,,
UNIT,2522,51.237,59.237,1193.982,1,0,BONE,2,,
UNIT,2523,51.423,59.212,1194.005,0,0,BONE,2,,
UNIT,2523,51.453,59.194,1194.003,1,0,BONE,2,,
UNIT,2524,56.286,62.966,1194.258,1,0,LITHIC,2,26.0,16.1
UNIT,2524,56.296,62.952,1194.262,0,0,LITHIC,2,26.0,16.1
UNIT,2525,56.111,63.063,1194.259,0,0,LITHIC,2,30.0,26.7
UNIT,2525,56.124,63.082,1194.247,1,0,LITHIC,2,30.0,26.7
UNIT,2526,56.369,63.036,1194.271,0,0,BONE,2,,
UNIT,2526,56.291,63.064,1194.268,1,0,BONE,2,,
UNIT,2540,56.699,64.213,1194.263,1,0,LITHIC,2,51.8,46.1
UNIT,2540,56.746,64.21,1194.274,0,0,LITHIC,2,51.8,46.1
UNIT,2541,56.856,63.848,1194.252,0,0,LITHIC,2,31.3,19.2
UNIT,2541,56.879,63.825,1194.243,1,0,LITHIC,2,31.3,19.2
UNIT,2546,57.094,63.087,1194.243,0,0,LITHIC,2,50.8,27.6
UNIT,2546,57.069,63.151,1194.231,1,0,LITHIC,2,50.8,27.6
UNIT,2549,59.154,67.546,1194.292,0,0,LITHIC,2,32.4,21.0
UNIT,2549,59.136,67.569,1194.289,1,0,LITHIC,2,32.4,21.0
UNIT,2552,51.811,59.304,1193.995,1,0.100000001,LITHIC,2,68.2,26.3
UNIT,2552,51.776,59.256,1194.01,0,0.100000001,LITHIC,2,68.2,26.3
UNIT,2556,51.97,59.624,1194.022,0,0.100000001,LITHIC,2,65.0,57.1
UNIT,2556,51.938,59.632,1193.972,1,0.100000001,LITHIC,2,65.0,57.1
UNIT,2558,51.722,59.376,1194,0,0.100000001,LITHIC,2,42.2,34.6
UNIT,2558,51.726,59.413,1193.977,1,0.100000001,LITHIC,2,42.2,34.6
UNIT,2559,51.581,59.554,1194.004,0,0,BONE,2,,
UNIT,2559,51.527,59.54,1193.99,1,0,BONE,2,,
UNIT,2560,51.36,59.516,1194,1,0,BONE,2,,
UNIT,2560,51.444,59.531,1194.001,0,0,BONE,2,,
UNIT,2564,58.4,67.07,1194.303,0,0,LITHIC,2,28.4,12.5
UNIT,2564,58.396,67.081,1194.289,1,0,LITHIC,2,28.4,12.5
UNIT,2580,51.403,59.467,1193.989,0,0,BONE,2,,
UNIT,2580,51.352,59.457,1193.99,1,0,BONE,2,,
UNIT,2583,52.836,59.464,1194.091,1,0,BONE,2,,
UNIT,2583,52.888,59.468,1194.102,0,0,BONE,2,,
UNIT,2585,51.688,59.987,1194.015,0,0,LITHIC,2,29.7,24.4
UNIT,2585,51.697,59.967,1194.009,1,0,LITHIC,2,29.7,24.4
UNIT,2586,51.908,59.736,1194.042,0,0,LITHIC,2,36.6,13.1
UNIT,2586,51.889,59.74,1194.035,1,0,LITHIC,2,36.6,13.1
UNIT,2587,51.467,59.884,1193.987,0,0,BONE,2,,
UNIT,2587,51.454,59.852,1193.99,1,0,BONE,2,,
UNIT,2588,51.386,59.766,1193.967,1,0,BONE,2,,
UNIT,2588,51.438,59.779,1193.986,0,0,BONE,2,,
UNIT,2589,51.434,59.748,1193.987,0,0,BONE,2,,
UNIT,2589,51.383,59.741,1193.978,1,0,BONE,2,,
UNIT,2590,51.867,59.709,1194.001,0,0,BONE,2,,
UNIT,2590,51.83,59.717,1194.003,1,0,BONE,2,,
UNIT,2593,51.282,59.694,1193.99,0,0,BONE,2,,
UNIT,2593,51.313,59.748,1193.982,1,0,BONE,2,,
UNIT,2601,56.938,63.523,1194.255,0,0,BONE,2,,
